"sampling_date","DOC","DOC_error","TN","TN_error","field_notes"
2013-08-07,4.55441525248381,0.239667650348424,0.445110557479989,0.118910588866256,"The lake is moving, and there is a slight breeze. There was some rain yesterday. Sampled at boat dock 5 (Not boat dock 8). Beckman Coulter pH meter and IQ DO meter used"
2013-08-09,4.67444490796986,0.234276584486159,0.382746877481484,0.113222093802187,"Hot, lake is calm, no meter measurements taken"
2013-08-12,4.62248138820343,0.174530631319154,0.390383027215499,0.15275535388624,"Hot, sunny, lake is calm. Grass in lake at sample site"
2013-08-16,4.81600611692219,0.225130934205763,0.396337666364594,0.149677672714101,"slight breeze; surface of the lake has a lot of small waves. There is a bit of debris and grass at sampling site; hot, a little overcast. Alkalinity measurement is questionable."
2013-08-19,4.98176950202017,0.202299782174029,0.432454451250242,0.15026068291109,"hot, humid surface of lake is calm, overcast bery light"
2013-08-23,4.69128123978536,0.173068994903707,0.402023744805565,0.147414204064068,"hot, sunny, breezy, no pH"
2013-08-28,4.82646691306915,0.197642884191441,0.419813576540265,0.148245351896138,"hot, breezy, lake is wavy, grass at sample site"
2013-08-30,4.68851510551718,0.277024267353934,0.399080569059378,0.125567682327039,"hot, partly cloudy, grass at sample site"
2013-09-06,5.31684395501248,0.226226621611453,0.413049153419238,0.127138330333597,"hot, a light breeze, no clouds, surface of lake is calm"
2013-09-09,5.06223716468909,0.172547400476255,0.457328729250973,0.148464539222407,"Raining while sampling, Rained a lot this week. Cool, cloudy outside. NO METERS DUE TO RAIN!!"
2013-09-13,5.35192075029721,0.231871862322478,0.475072257415307,0.153293116464034,"Breezy, sunny, hot, partly cloudy, debris (grass particles, leaves) at sample site"
2013-09-20,5.87958693233109,0.238232152184824,0.454509100614992,0.131479394882098,"Breezy, sunny, lake level seems lower than usual, and water appears murkier. Surface of lake is calm"
2013-09-23,5.7994264218929,0.236076291299464,0.461827747207791,0.13354227988818,"warm, sunny, lake is calm"
2013-10-04,5.79132940063651,0.233879924300957,0.450199643738014,0.131601586185339,"Sunny, strong breeze, lake surface has high waves"
2013-10-15,4.95207314741244,0.21213045009038,0.467474621736244,0.127127652507876,"Sunny, lake is calm, a lot of grass and a large trash bag in the water. First time using new probe!!!!!"
2013-10-17,5.33870591240472,0.233431428433021,0.418640302212213,0.129151932212439,"Mild, clear skies, calm water, not a lot of debris at sample site"
2013-10-27,5.53222472043226,0.294257144444261,0.439537453016525,0.126140753596914,NA
2013-11-01,5.85124735793375,0.261680124615949,0.471412573710035,0.123692938029054,"clear skies, calm waters, no debris"
2013-11-14,4.86670074440361,0.18874191359679,0.397837902044459,0.150028386941238,"sunny, lake is calm"
2013-11-20,5.15904345741942,0.262071875742478,0.388108704364814,0.0842599182828511,"Ironman on 11/17/2013. Cloudy, about to rain, calm waters"
2013-11-22,4.80258614302948,0.291552659619432,0.354525012764,0.0920871859685655,"raining, rained the day before"
2013-11-27,NA,NA,NA,NA,"Windy, cold, overcast"
2013-12-04,4.45461590755358,0.298631808607549,0.331598377805826,0.0858116371734609,"Lots of waves, VERY windy with slight sprinkling. Overcast"
2013-12-06,4.35721657334953,0.294271989399661,0.31333814634798,0.0811610455734392,"light wind, surface of lake is wavy, strong current, no clouds"
2013-12-12,4.28366188942779,0.336380686167402,0.339715037176087,0.0863416468526526,"Windy, the lake is VERY WAVY, flowing west"
2013-12-16,4.35075022751025,0.281300935208826,0.36165974552898,0.0939639635058011,NA
2013-12-20,4.52817059147532,0.324677942814149,0.39341471143372,0.097136341941867,"Rained a bit last night, cloudy, cool, lake is calm"
2013-12-26,4.15433497264233,0.331484423423272,0.31966211402603,0.0818966929458291,"Cool, windy, lake is wavy. Sunny"
2013-12-30,4.34266729521116,0.291552659619432,0.340003309206996,0.0953206154241208,"meters calibrated, sunny, cool, lake is calm"
2014-01-03,4.24405552116224,0.273379291217288,0.437457272655924,0.0820418944208196,"sunny, cool, slight breeze"
2014-01-07,4.09613786008887,0.311050826754721,0.3230763358921,0.0844301840597459,"sunny, cool, slight breeze"
2014-01-10,4.03707914228703,0.220345004997095,0.396272841366081,0.151744429324815,"cool, slight breeze, lake is calm"
2014-01-13,3.90855429705621,0.166847410813891,0.393872466440657,0.169099842349229,"cool, lake is very calm, a bit of debris at sample site"
2014-01-17,3.98789777324871,0.161411918074529,0.413745493294557,0.165782972799151,"sunny, warm, lake is calm"
2014-01-21,3.75644504217939,0.171252872420562,0.456803718144672,0.167501786472297,"sunny, warm, lake is calm, slight breeze"
2014-01-24,3.7759959923264,0.150359813196526,0.363300785445219,0.135544415516538,NA
2014-01-28,3.73113775129391,0.148239553113341,0.370128966868362,0.140220695095895,NA
2014-01-31,3.93367846439495,0.134541396097441,0.386131712875642,0.121276115391206,"overcast, lake not really moving. Aaron training day"
2014-02-04,3.6830939413523,0.126691717363885,0.336881168442797,0.127793875417513,"meters calibrated, cool, mostly sunny, slight breeze"
2014-02-07,3.62793409671231,0.108380327023839,0.334289831041621,0.114004129665221,"mostly sunny, but cloudy and cool all week"
2014-02-11,3.88306149386703,0.106651271877668,0.342095995314029,0.117736193921288,"sunny, warm, A LOT of trash (cigarettes, bottles, plastics) and glass at sample site today"
2014-02-14,3.62958007991975,0.126905866926658,0.37296350763303,0.114253102758665,"warm, sunny, lake is calm---no debris!!"
2014-02-17,3.72916206397047,0.113839483527005,0.352096048891755,0.11260380927594,"warm, sunny, lake is calm"
2014-02-21,3.70776428227362,0.11456647550207,0.336262630727022,0.122727704141688,"lake is calm, sunny, warm"
2014-02-26,3.61229725624153,0.119626631881367,0.338065361474027,0.111665026230818,"sunny, warm, lake is calm, a bit of debris in the lake near sampling site"
2014-02-28,3.53658202869884,0.117130383001738,0.363745771171929,0.115327283392375,"warm, partly cloudy, rain projected for TOMORROW!!"
2014-03-01,3.70776428227362,0.104706207546316,0.340123195628627,0.112823310642617,"Rained over the night, started raining right when Zach got to sample site. NO METER READINGS DUE TO RAIN"
2014-03-02,3.77442660217534,0.126508377204215,0.330327224776977,0.117583765344361,"rained a lot between today and yesterday. Cloudy, cool, slight breeze, lake level VERY HIGH. No meter data"
2014-03-04,3.74932535826173,0.113144788300699,0.450004736726734,0.119259716982465,"Quite a bit of stuff/debris/grass/trash floating near sample site. Cloudy, warmish"
2014-03-07,3.92326008623865,0.15786681686952,0.320981590785319,0.0520293804042927,"warm, sunny, some grass/trash in water. Weird buoys along morth half of lake. Maybe a race?"
2014-03-13,4.09521481573383,0.144140106490401,0.315154033666875,0.0462991364539358,"warm, sunny, lake is calm, clear"
2014-03-18,3.97202336773728,0.151134875649462,0.317425196410921,0.0650047092488951,"warm, sunny, lot of grass and trash near sample site. Lake level seems lower than normal"
2014-03-21,3.86080886607373,0.144538872243074,0.303815825859389,0.0593403826054136,"beautiful morning, warm, no clouds, a bit of grass near sample site"
2014-03-25,3.71109703691125,0.130462125393171,0.289044465066716,0.0551041839827573,"warm, sunny, lake was clear calm and fairly clean"
2014-03-28,3.86508634690694,0.154301679205112,0.300312249223224,0.0502788031220535,"the lake is extremely calm. There are dead fish in the water near the sample site"
2014-04-01,3.62212543558041,0.165488626853285,0.297178396754695,0.0453555559485023,"lake is calm, sunny warm, lot of grass/trash in lake"
2014-04-04,3.5992809222918,0.0995524742669185,0.34583912277984,0.0932535183188215,"sunny, warm, lake is a bit wavy, rained a tiny bit this week"
2014-04-08,3.39049516453977,0.124868109204865,0.34431686565759,0.0827470998150555,"warm, sunny, there was a triathalon this weekend"
2014-04-15,3.87684316495039,0.146117123442424,0.391971525463598,0.0938874858292416,"warm, mostly sunny, dead fish on the sides. Somewhat dirty. A 'shallow water' bouy pole appeared today in water at sample site… pH was calibrated before sampling"
2014-04-18,4.00211461960161,0.101894547851006,0.405912195951569,0.0910842228173627,"was sprinkling rain at sampling time. There was also a ridiculous amount of flies, that made sampling unpleasant.."
2014-04-22,3.9145064781135,0.15468507058729,0.37267891940898,0.0796465793316974,"hot, sunny, construction has been going on ~2weeks on grassy area just south of site. Smelly dead fish are everywhere."
2014-04-25,3.88830591243481,0.114811323449835,0.316547690995918,0.0816403262587524,"sunny, warm, construction still going on. Still a lot of flies, but no dead fish. Meter calibrated today"
2014-04-29,4.12643281662409,0.029481482261903,0.286388058657214,0.03185203712915,"sunny, warm, very windy. Lot of trash near sample site."
2014-05-02,4.10215948069831,0.034884711638374,0.284528921410684,0.0320271932874701,"training Josh. Hot, lot os flies, dead fish"
2014-05-07,4.17079443055739,0.0149783573981522,0.288281308513772,0.0329581627236724,"sunny, breezy, lots of flies, construction near samplee site"
2014-05-09,4.19883431860958,0.00832447968661994,0.319306727334308,0.0307554197285655,"SUNNY, CALM, DEBRIS IN WATER"
2014-05-14,4.12978086295868,0.00701514793655148,0.277109428729577,0.0383478447671705,"sunny, windy"
2014-05-16,4.47379262383772,0.0149013173755634,0.29993076483836,0.0253423626154797,"lake is calm, lots of flying bugs, very murky"
2014-05-19,4.53238343469303,0.0135499021019826,0.305132937867642,0.0261282670102468,"lake is calm, sunny, low winds. Murky, lots of little green flying bugs"
2014-05-23,4.70564483250802,0.00723099855521765,0.305934584203302,0.0302718384270809,"slightly breezy, warm, sunny, smelly, lots of flies"
2014-05-27,4.76800219548975,0.0237792844730653,0.289628756609881,0.0271729174452403,"HOT! Smelly, water level low, flies"
2014-05-30,4.95088922651668,0.00874776579405547,0.311853122043173,0.0338217018563443,"warm, sunny, flies"
2014-06-06,4.53826983299449,0.00114782602502995,0.258131958928436,0.00868670306803132,"warm, sunny, a lot of debris at the surface of the water"
2014-06-09,4.30519613360676,0.019391735306755,0.250738392827707,0.00643292374434101,"warm, calm, construction, no clouds,. Broken pH probe"
2014-06-13,4.53826983299449,0.00114782602502995,0.258131958928436,0.00868670306803132,"warm, calm, low water, bugs. Broken pH probe"
2014-06-18,3.96461308696623,0.0325802170439655,0.25441790119092,0.0100630061703121,"calm, hot, sunny, no clouds, bugs. Broken pH probe"
2014-06-23,4.16568018679016,0.00148826487003153,0.314326516231403,0.00648901953811345,"calm, hot, no clouds, no bugs!!!"
2014-06-26,3.83353120433017,0.0354865550248601,0.274310715695062,0.00307621902593826,NA
2014-07-01,3.74669563131182,0.045362089424866,0.242235081509183,0.00109004622859678,"Hot, sunny, lake is calm"
2014-07-03,3.66014005009001,0.00679255929791681,0.253562804176934,0.00643513113514194,"No meter measurements, only water sample. Conditions: Hot, sunny, humid, calm"
2014-07-08,3.78765580726387,0.0281400146268343,0.24391773772877,0.00239968429185159,"Hot, sunny, humid, hot"
2014-07-09,3.72457713629771,0.0284920425941908,0.248755374360083,0.00116012202946707,"Rained/dust storm last night. Cloudy, humid, calm waters, slight breeze"
2014-07-11,3.62176709465805,0.027848851477528,0.24500445320392,0.000728905144595082,"windy and lake is wavy. Very humid, murky"
2014-07-14,3.69017058849798,0.0400710645956584,0.248492459325772,0.00461625478307592,"The lake is moving, slight breeze. There was a bit of a downpour last night"
2014-07-16,3.5092341307848,0.079850932843105,0.250005331682839,0.0320392791385431,"the lake is calm, clear skies"
2014-07-18,3.72350125817161,0.0689542255006273,0.268046691801133,0.0226117614218679,NA
2014-07-21,3.63046421601681,0.0589863594482773,0.27706737186028,0.0219948537574167,"hot, cloudy, mild flow"
2014-07-23,3.57931398071958,0.0498365344300023,0.277918721183131,0.0199635254677054,"lake is moving w breeze towards the west. Very hot"
2014-07-25,3.70980749439125,0.0705819406788981,0.285997482842528,0.0180766947402616,"the lake is hot"
2014-07-28,3.391628865377,0.0464430943468192,0.248972844206189,0.0206523026558031,"very humid, forgot gloves today"
2014-07-30,3.47983281443285,0.0579487116163585,0.264813375755836,0.0216493414635156,"it’s hot"
2014-08-01,3.58978568243398,0.094482736057166,0.244172683130539,0.0209312488810296,"cloudy and it looks like rain"
2014-08-04,3.44801495153142,0.0533742628270816,0.260203409741674,0.0321583908845961,"hot , sunny, lake is calm. Sampled from 100m east of normal sample site because of construction workers"
2014-08-06,3.44318185843247,0.0665439583679718,0.26444204254055,0.0210931866562499,"hot, sunny, sampled 100m east of normal sample site construction crew seemed to be pumping water into the lake…"
2014-08-12,3.26435741377129,0.0601668736477022,0.236764132640195,0.0203158715677887,"tried to calibrate pH/DO probes yesterday, did not calibrate. Conductivity calibrated yesterday"
2014-08-13,3.35054757403592,0.0604686078850252,0.28387816644309,0.0233073278279066,"hot, humid, rained a lot last night. Lots of trash, plant materal near site."
2014-08-15,3.37874061711313,0.0736384404588989,0.237053953686272,0.0214324681479047,"hot, sunny lake is clear and calm"
2014-08-19,3.24301125258426,0.0536158500840908,0.230741289026407,0.0221743201622535,"cloudy humid warm, rained last night/this morning."
2014-08-22,3.96041829038784,0.121747455373444,0.325485691310725,0.0447603874689317,"Cloudy, kind of cooler, been pretty rainy this week"
2014-08-26,3.98283122226727,0.067813994611958,0.278043745163419,0.0499321734483925,"sunny, hot, lake is calm but some grass in the water near sampling"
2014-09-02,3.85555778766622,0.0734051153050181,0.261047093516627,0.0423903244561251,"sunny, hot some grass in lake near site"
2014-09-05,3.75429936328236,0.0894755382549776,0.259475832479697,0.0431485329948322,"sunny, rained a little last night"
2014-09-09,4.08769172498889,0.0589307460090773,0.964025902383132,0.0446378354877971,"most rain in 100yrs happened yesterday (~4inches). Lake isBROWN. Very little visibility, looks like chocolate mil. I would estimate depth of visibility is ~6inches. Water levels high: about 3 inches below first concrete step."
2014-09-12,3.62742615960773,0.0898097329605975,0.677481954142988,0.0422810423870988,"warm, sunny, lake levels still high. Water still turbid but now a dark green brown color."
2014-09-16,3.54257720320703,0.0955726710935861,0.300041399680439,0.0465699826923793,"warm, mostly cloudy (may rain later). Water level still pretty high. Lake is a deep green color, with quite abit of grass/debris in water near site."
2014-09-19,3.42971208195704,0.0602024412756603,0.283078538593581,0.0467815229935754,"lake is a deep green color. Seems to have a lot of grean algae/plants living in it. Some grass/debris in water."
2014-09-24,3.3744802141113,0.0805375503477417,0.238339837240993,0.0431390573597352,"hot, sunny . I think there was a triathalon this weekend.  A lot of dead plant material in lake. Maybe mowed grass, but looks like aquatic plant material(looks brown, could be dead due to shocking the lake for triathalon."
2014-09-29,4.13983367496334,0.0415086434093616,0.554243162537083,0.0465105110609604,"Sunny, slighty warm(~80F) lake at sampling site has a film of grass/aquatic plant material covering it (brown/dead). The bottom concrete step has a thick layer (~3"") of plant/trash piled on it. A lot of rain on Saturday."
2014-10-02,4.09161190556987,0.028053242074272,0.57611798513323,0.0376417939461114,"Clear, sunny, warm, lot of grass in sample site, wavy"
2014-10-08,3.91058264014195,0.046873808630603,0.403238680049874,0.0499460261740495,"cloudy, overcast, calm water, a lot of grass at sample site"
2014-10-17,4.05287638589316,0.0583994300718784,0.319734346130507,0.0594821778928252,"cloudy, overcast, cool, lake has green stuff on surface"
2014-10-21,3.805443372448,0.0555256544574938,0.266167826209654,0.0424454658645936,NA
2014-10-27,3.72401972904593,0.0385428427110513,0.259736920680274,0.0360489738369061,"sunny, calm but murky water, lot of grass and mosquitoes"
2014-10-30,3.44812796645053,0.0520110170799156,0.293353017765667,0.034585793677428,"No grass, Partly Cloudy, warm outside"
2014-11-03,3.67737900127192,0.0392534286848258,0.290819630738941,0.044950580446101,"Cool, windy, no grass,"
2014-11-06,3.32164463689391,0.0375313153487423,0.37373933688291,0.063975622736819,"Clear skies, slight wind, very green but little grass lot of debris"
2014-11-10,3.69793254232487,0.0536598303670435,0.248141803134878,0.0346474104084539,"Green water, mossy shrubs brought in, calm water"
2014-11-13,3.71295243770972,0.0383346391592172,0.263585720201645,0.0407566640348462,"Green and calm water, mossy shrubs"
2014-11-17,3.21097172353186,0.0294083259137454,0.240858315433043,0.0402157682978781,"wavy water, green little debris, clear skies"
2014-11-22,3.40702088434463,0.0523358447923921,0.288140086768367,0.0415570261142287,"calm water, ripply surface, lighter green, ducks everywhere"
2014-12-01,3.44259432078243,0.0433002552909177,0.284437444190845,0.039760874998989,"Calm, cloudy greenish-gray color"
2014-12-04,3.41334505082246,0.0294083259137454,0.254670146626824,0.0392635124445502,"Rained that day, higher waters, lot of grass and debris. Winds blowing eastward"
2014-12-11,4.54141824630563,0.0343258231722014,0.431641846137967,0.0379995755465492,"Calm water, very green. Little to no debris. Sunny"
2014-12-17,3.17065516223568,0.0487233134640939,0.261856196366092,0.0414300741644164,"Green,Calm, Just rained a little, mossy shrubs and grass in water"
2015-01-10,2.98844011559317,0.035255221509134,0.306190469333784,0.0376088562649848,"Green, calm, very light drizzle earlier. Cloudy"
2015-01-12,3.1014845913844,0.035182991397747,0.284291287246996,0.0410923032836736,"Calm green waters, mostly cloudy, rained last night + morning"
2015-01-16,16.499626535075,0.137741208946972,0.278725143635393,0.0433091245092375,"Low water (below last step). Calm, green clear skies, algae"
2015-01-20,2.89753022247434,0.0408510888713137,0.292415177375965,0.0401903572549858,"Missing ph, cond, temp data (forgot to record) Low water, many ducks, green, calm clear skies"
2015-01-22,14.9782692367517,0.102725066483974,0.277494989357992,0.0402393371888995,"Clear sky, windy. water low and green"
